lap_distance_m,speed_kph,throttle,brake
260.0,310.82108880448544,1.0,0.0
265.0,311.00517588421354,1.0,0.0
270.0,311.4844244225055,1.0,0.0
275.0,311.96367296079745,1.0,0.0
280.0,312.44292149908944,1.0,0.0
285.0,312.92217003738136,1.0,0.0
290.0,313.2000573230152,1.0,0.0
295.0,313.43890321964267,1.0,0.0
300.0,313.6777491162702,1.0,0.0
305.0,313.9165950128977,1.0,0.0
310.0,314.23242857142856,1.0,0.0
315.0,314.58957142857145,1.0,0.0
320.0,314.9467142857143,1.0,0.0
325.0,315.0,1.0,0.0
330.0,315.0,1.0,0.0
335.0,315.0105362776025,1.0,0.0
340.0,315.32599369085176,1.0,0.0
345.0,315.64145110410095,1.0,0.0
350.0,315.95690851735014,1.0,0.0
355.0,316.2723659305994,1.0,0.0
360.0,316.5878233438486,1.0,0.0
365.0,316.9032807570978,1.0,0.0
370.0,317.19624158034753,1.0,0.0
375.0,317.47925510839417,1.0,0.0
380.0,317.7622686364408,1.0,0.0
385.0,318.02514853352613,1.0,0.0
390.0,318.1823268680645,1.0,0.0
395.0,318.3395052026029,1.0,0.0
400.0,318.4966835371412,1.0,0.0
405.0,318.6538618716796,1.0,0.0
410.0,318.81104020621797,1.0,0.0
415.0,318.96821854075637,1.0,0.0
420.0,319.0,1.0,0.0
425.0,319.0,1.0,0.0
430.0,319.0,1.0,0.0
435.0,319.0890810658792,1.0,0.0
440.0,319.44062434085635,1.0,0.0
445.0,319.79216761583353,1.0,0.0
450.0,320.08187134502924,1.0,0.0
455.0,320.282143715453,1.0,0.0
460.0,320.48241608587676,1.0,0.0
465.0,320.6826884563006,1.0,0.0
470.0,320.88296082672434,1.0,0.0
475.0,321.0,1.0,0.0
480.0,321.0,1.0,0.0
485.0,321.0,1.0,0.0
490.0,321.1309451716588,1.0,0.0
495.0,321.3638608096148,1.0,0.0
500.0,321.5967764475707,1.0,0.0
505.0,321.82969208552663,1.0,0.0
510.0,322.0,1.0,0.0
515.0,322.0,1.0,0.0
520.0,322.0,1.0,0.0
525.0,322.0,1.0,0.0
530.0,322.0,1.0,0.0
535.0,322.0,1.0,0.0
540.0,322.0,1.0,0.0
545.0,322.0,1.0,0.0
550.0,322.0923698509265,1.0,0.0
555.0,322.3245715877955,1.0,0.0
560.0,322.55677332466445,1.0,0.0
565.0,322.78897506153345,1.0,0.0
570.0,323.0,1.0,0.0
575.0,323.0,1.0,0.0
580.0,323.0,1.0,0.0
585.0,323.0509259259259,1.0,0.0
590.0,323.2824074074074,1.0,0.0
595.0,323.5138888888889,1.0,0.0
600.0,323.7453703703704,1.0,0.0
605.0,323.97685185185185,1.0,0.0
610.0,323.7492197949175,1.0,0.0
615.0,323.47057512260363,1.0,0.0
620.0,323.19193045028976,1.0,0.0
625.0,322.7805050077585,1.0,0.0
630.0,322.07518690929606,1.0,0.0
