lap_distance_m,session_uid,session_time,frame_id,player_car_index,lap_num,total_distance_m,sector,lap_invalid,pit_status,speed_kph,throttle,brake,steer,gear,rpm,g_lat,g_long,pos_x,pos_z,lap_time_s,drs
1410.0,fastf1_2024_japan_q_VER,4241.625330231772,282,1,11,1410.0,1,0,0,227.2321096261208,0.9846421925224158,0.0,,6,10376.123836914228,,,146.95789206564035,73.52082557942819,88.197,8
1415.0,fastf1_2024_japan_q_VER,4241.704184042387,283,1,11,1415.0,1,0,0,228.10776063581113,1.0,0.0,,6,10403.0,,,142.4086021505376,73.73951223313075,88.197,8
1420.0,fastf1_2024_japan_q_VER,4241.78210207262,284,1,11,1420.0,1,0,0,229.27653108929405,1.0,0.0,,6,10403.0,,,131.65591397849465,74.16806139940782,88.197,8
1425.0,fastf1_2024_japan_q_VER,4241.860020102852,285,1,11,1425.0,1,0,0,230.445301542777,1.0,0.0,,6,10403.0,,,120.90322580645169,74.5966105656849,88.197,8
1430.0,fastf1_2024_japan_q_VER,4241.937073220959,286,1,11,1430.0,1,0,0,232.00183052398748,1.0,0.0,,6,10467.718251849592,,,115.8,74.8,88.197,8
1435.0,fastf1_2024_japan_q_VER,4242.013345053771,287,1,11,1435.0,1,0,0,233.90862634429106,1.0,0.0,,6,10590.897261841203,,,115.8,74.8,88.197,8
1440.0,fastf1_2024_japan_q_VER,4242.089616886584,288,1,11,1440.0,1,0,0,235.81542216459465,1.0,0.0,,6,10714.076271832813,,,115.8,74.8,88.197,8
1445.0,fastf1_2024_japan_q_VER,4242.165024854076,289,1,11,1445.0,1,0,0,236.85031067595557,0.9886625243205923,0.2834368919851929,,6,10625.379903345256,,,107.69370488922348,75.02674951358816,88.197,8
1450.0,fastf1_2024_japan_q_VER,4242.240340237244,290,1,11,1450.0,1,0,0,237.79175296554322,0.9761099604594237,0.5972509885144092,,6,10513.975899077384,,,98.7186217284879,75.27780079081153,88.197,8
1455.0,fastf1_2024_japan_q_VER,4242.315655620411,291,1,11,1455.0,1,0,0,238.73319525513088,0.9635573965982549,0.9110650850436254,,6,10402.571894809513,,,89.74353856775232,75.5288520680349,88.197,8
1460.0,fastf1_2024_japan_q_VER,4242.391887342823,292,1,11,1460.0,1,0,0,238.08521095295845,0.7404506287100243,1.0,,6,10318.39962979511,,,84.70719984681173,75.64573945235207,88.197,8
1465.0,fastf1_2024_japan_q_VER,4242.468481457841,293,1,11,1465.0,1,0,0,236.8086423693113,0.4340741686347096,1.0,,6,10244.996936235399,,,81.22855045637327,75.70956788153443,88.197,8
1470.0,fastf1_2024_japan_q_VER,4242.545075572861,294,1,11,1470.0,1,0,0,235.53207378566415,0.12769770855939488,1.0,,6,10171.594242675688,,,77.7499010659348,75.77339631071679,88.197,8
1475.0,fastf1_2024_japan_q_VER,4242.6256,295,1,11,1475.0,1,0,0,230.3830000000001,0.0,1.0,,6,10311.099999999997,,,73.87000000000005,75.8243,88.197,8
1480.0,fastf1_2024_japan_q_VER,4242.708933333333,296,1,11,1480.0,1,0,0,222.46633333333344,0.0,1.0,,5,10602.766666666663,,,69.70333333333338,75.86596666666667,88.197,8
1485.0,fastf1_2024_japan_q_VER,4242.79248114503,297,1,11,1485.0,1,0,0,215.70972853068557,0.0,1.0,,5,10809.747438470478,,,66.3,75.9,88.197,8
1490.0,fastf1_2024_japan_q_VER,4242.876985211788,298,1,11,1490.0,1,0,0,214.12527727896904,0.0,1.0,,5,10639.154853702334,,,66.3,75.9,88.197,8
1495.0,fastf1_2024_japan_q_VER,4242.963083141137,299,1,11,1495.0,1,0,0,211.94037239129207,0.0,0.9184901839455439,,5,10479.608876638351,,,64.7105585869381,75.9,88.197,8
1500.0,fastf1_2024_japan_q_VER,4243.05308707881,300,1,11,1500.0,1,0,0,208.28396242335597,0.0,0.637227878719691,,5,10347.134330876974,,,59.22594363503397,75.9,88.197,8
1505.0,fastf1_2024_japan_q_VER,4243.143091016482,301,1,11,1505.0,1,0,0,204.6275524554199,0.0,0.35596557349383806,,5,10214.659785115598,,,53.74132868312984,75.9,88.197,8
1510.0,fastf1_2024_japan_q_VER,4243.233094954154,302,1,11,1510.0,1,0,0,200.9711424874838,0.0,0.07470326826798512,,5,10082.185239354221,,,48.25671373122571,75.9,88.197,8
1515.0,fastf1_2024_japan_q_VER,4243.324444209753,303,1,11,1515.0,1,0,0,198.65111580494076,0.0,0.0,,5,10004.510147855633,,,42.416126366057505,75.86627789512352,88.197,8
1520.0,fastf1_2024_japan_q_VER,4243.416280007347,304,1,11,1520.0,1,0,0,196.81439985306275,0.0,0.0,,5,9946.653595371477,,,36.44679952245394,75.82035999632657,88.197,8
1525.0,fastf1_2024_japan_q_VER,4243.508911956725,305,1,11,1525.0,1,0,0,195.22132064913265,0.02336038052602048,0.0,,5,9839.498227942551,,,33.8,75.8,88.197,8
1530.0,fastf1_2024_japan_q_VER,4243.602178138407,306,1,11,1530.0,1,0,0,193.82232792389482,0.06533016228315541,0.0,,5,9693.07032270099,,,33.8,75.8,88.197,8
1535.0,fastf1_2024_japan_q_VER,4243.696257142858,307,1,11,1535.0,1,0,0,192.43918367346942,0.18954489795918114,0.0,,5,9650.743673469387,,,32.18765306122453,75.7579387755102,88.197,8
1540.0,fastf1_2024_japan_q_VER,4243.791495238095,308,1,11,1540.0,1,0,0,191.0786394557823,0.43104149659864,0.0,,5,9756.86612244898,,,28.27608843537414,75.65589795918368,88.197,8
1545.0,fastf1_2024_japan_q_VER,4243.886733333334,309,1,11,1545.0,1,0,0,189.71809523809523,0.6725380952380987,0.0,,5,9862.988571428574,,,24.364523809523753,75.55385714285714,88.197,8
1550.0,fastf1_2024_japan_q_VER,4243.980142987665,310,1,11,1550.0,1,0,0,190.07857469164006,0.7986517816354499,0.0,,5,9983.579659661948,,,21.234907492005448,75.446071265418,88.197,8
1555.0,fastf1_2024_japan_q_VER,4244.071508908177,311,1,11,1555.0,1,0,0,192.36272270443126,0.795796596619461,0.0,,5,10120.343021927822,,,18.97931132937413,75.33186386477844,88.197,8
1560.0,fastf1_2024_japan_q_VER,4244.1628748286885,312,1,11,1560.0,1,0,0,194.64687071722247,0.792941411603472,0.0,,5,10257.106384193696,,,16.723715166742814,75.21765646413887,88.197,8
1565.0,fastf1_2024_japan_q_VER,4244.2542407492,313,1,11,1565.0,1,0,0,196.93101873001368,0.790086226587483,0.0,,5,10393.869746459568,,,14.468119004111497,75.10344906349931,88.197,8
1570.0,fastf1_2024_japan_q_VER,4244.3438477611935,314,1,11,1570.0,1,0,0,197.9649751243781,0.7948248756218905,0.0,,5,10452.521094527363,,,13.869263681592045,75.00350248756219,88.197,8
1575.0,fastf1_2024_japan_q_VER,4244.4334,315,1,11,1575.0,1,0,0,198.96,0.7998000000000001,0.0,,5,10508.74,,,13.322000000000003,74.904,88.197,8
1580.0,fastf1_2024_japan_q_VER,4244.522952238806,316,1,11,1580.0,1,0,0,199.9550248756219,0.8047751243781095,0.0,,5,10564.958905472637,,,12.77473631840796,74.8044975124378,88.197,8
1585.0,fastf1_2024_japan_q_VER,4244.612504477612,317,1,11,1585.0,1,0,0,200.9500497512438,0.8097502487562189,0.0,,5,10621.177810945273,,,12.227472636815918,74.70499502487563,88.197,8
1590.0,fastf1_2024_japan_q_VER,4244.700805882353,318,1,11,1590.0,1,0,0,201.69838235294117,0.8402632352941177,0.0,,5,10666.834117647059,,,12.82854411764706,74.58360294117648,88.197,8
1595.0,fastf1_2024_japan_q_VER,4244.789041176471,319,1,11,1595.0,1,0,0,202.43367647058824,0.8721259803921567,0.0,,5,10711.932156862746,,,13.490308823529409,74.46105392156863,88.197,8
1600.0,fastf1_2024_japan_q_VER,4244.877276470588,320,1,11,1600.0,1,0,0,203.16897058823528,0.9039887254901958,0.0,,5,10757.03019607843,,,14.152073529411759,74.33850490196079,88.197,8
1605.0,fastf1_2024_japan_q_VER,4244.965511764706,321,1,11,1605.0,1,0,0,203.90426470588235,0.9358514705882348,0.0,,5,10802.128235294116,,,14.81383823529411,74.21595588235294,88.197,8
1610.0,fastf1_2024_japan_q_VER,4245.052634782608,322,1,11,1610.0,1,0,0,204.9454347826087,0.9589086956521736,0.0,,5,10911.367536231883,,,17.04298550724635,74.13697101449276,88.197,8
1615.0,fastf1_2024_japan_q_VER,4245.139591304348,323,1,11,1615.0,1,0,0,206.0323913043478,0.9806478260869563,0.0,,5,11030.208115942029,,,19.506753623188388,74.06450724637682,88.197,8
1620.0,fastf1_2024_japan_q_VER,4245.226235621911,324,1,11,1620.0,1,0,0,207.40405845862685,1.0,0.0,,5,11142.176322153296,,,21.95975186626011,73.99422773630533,88.197,8
1625.0,fastf1_2024_japan_q_VER,4245.310348754075,325,1,11,1625.0,1,0,0,211.08400799074755,1.0,0.0,,5,11198.426979287142,,,24.325433708337712,73.94165702870362,88.197,8
1630.0,fastf1_2024_japan_q_VER,4245.393682142858,326,1,11,1630.0,1,0,0,214.46339285714285,1.0,0.0,,5,11250.13625,,,26.69119642857143,73.91853571428572,88.197,8
1635.0,fastf1_2024_japan_q_VER,4245.474039285715,327,1,11,1635.0,1,0,0,216.6955357142857,1.0,0.0,,5,11284.51125,,,29.05726785714285,74.00782142857143,88.197,8
1640.0,fastf1_2024_japan_q_VER,4245.554396428572,328,1,11,1640.0,1,0,0,218.92767857142854,1.0,0.0,,5,11318.88625,,,31.423339285714267,74.09710714285714,88.197,8
1645.0,fastf1_2024_japan_q_VER,4245.6347535714285,329,1,11,1645.0,1,0,0,221.1598214285714,1.0,0.0,,5,11353.26125,,,33.78941071428569,74.18639285714285,88.197,8
1650.0,fastf1_2024_japan_q_VER,4245.715110714285,330,1,11,1650.0,1,0,0,223.39196428571427,1.0,0.0,,5,11387.63625,,,36.1554821428571,74.27567857142857,88.197,8
1655.0,fastf1_2024_japan_q_VER,4245.7939435342305,331,1,11,1655.0,1,0,0,225.06436512580456,1.0,0.0,,5,11216.944899551398,,,37.65149210064364,74.38869709381704,88.197,8
1660.0,fastf1_2024_japan_q_VER,4245.872205675834,332,1,11,1660.0,1,0,0,226.5272088940901,1.0,0.0,,5,10969.480495416423,,,38.82176711527209,74.51060074117417,88.197,8
1665.0,fastf1_2024_japan_q_VER,4245.950467817437,333,1,11,1665.0,1,0,0,227.99005266237566,1.0,0.0,,5,10722.016091281448,,,39.99204212990054,74.6325043885313,88.197,8
1670.0,fastf1_2024_japan_q_VER,4246.02872995904,334,1,11,1670.0,1,0,0,229.45289643066124,1.0,0.0,,5,10474.551687146475,,,41.162317144528984,74.75440803588843,88.197,8
1675.0,fastf1_2024_japan_q_VER,4246.10677763709,335,1,11,1675.0,1,0,0,230.30486023181066,1.0,0.0,,5,10468.275445602418,,,42.81944092724266,75.04388818544852,88.197,8
1680.0,fastf1_2024_japan_q_VER,4246.184697185156,336,1,11,1680.0,1,0,0,230.79185740722704,1.0,0.0,,6,10606.095646245254,,,44.76742962890818,75.43348592578162,88.197,8
1685.0,fastf1_2024_japan_q_VER,4246.262046153846,337,1,11,1685.0,1,0,0,231.36705128205128,1.0,0.0,,6,10698.401666666667,,,45.78352564102565,75.73458547008546,88.197,8
1690.0,fastf1_2024_japan_q_VER,4246.338969230769,338,1,11,1690.0,1,0,0,232.0080769230769,1.0,0.0,,6,10756.735,,,46.104038461538465,75.9696282051282,88.197,8
1695.0,fastf1_2024_japan_q_VER,4246.415892307692,339,1,11,1695.0,1,0,0,232.64910256410258,1.0,0.0,,6,10815.068333333333,,,46.42455128205128,76.20467094017094,88.197,8
1700.0,fastf1_2024_japan_q_VER,4246.492815384616,340,1,11,1700.0,1,0,0,233.2901282051282,1.0,0.0,,6,10873.401666666667,,,46.7450641025641,76.43971367521368,88.197,8
1705.0,fastf1_2024_japan_q_VER,4246.569738461539,341,1,11,1705.0,1,0,0,233.93115384615385,1.0,0.0,,6,10931.734999999999,,,47.065576923076925,76.6747564102564,88.197,8
1710.0,fastf1_2024_japan_q_VER,4246.6460789398425,342,1,11,1710.0,1,0,0,234.85098674802174,1.0,0.0,,6,10870.346553532272,,,45.99371722757176,77.21059204881304,88.197,8
1715.0,fastf1_2024_japan_q_VER,4246.722349318334,343,1,11,1715.0,1,0,0,235.80436647916864,1.0,0.0,,6,10794.552864906093,,,44.75432357708077,77.78261988750118,88.197,8
1720.0,fastf1_2024_japan_q_VER,4246.798113450145,344,1,11,1720.0,1,0,0,236.5009454178747,1.0,0.0,,6,10819.075633429975,,,42.421076515820026,78.27570906340603,88.197,8
1725.0,fastf1_2024_japan_q_VER,4246.873746880121,345,1,11,1725.0,1,0,0,237.13122400100843,1.0,0.0,,6,10869.497920080676,,,39.805420395814984,78.74841800075633,88.197,8
1730.0,fastf1_2024_japan_q_VER,4246.949380310097,346,1,11,1730.0,1,0,0,237.7615025841422,1.0,0.0,,6,10919.920206731374,,,37.189764275809935,79.22112693810665,88.197,8
1735.0,fastf1_2024_japan_q_VER,4247.024426170738,347,1,11,1735.0,1,0,0,238.69639256105756,1.0,0.0,,6,10955.481290611697,,,34.134035402195856,79.60891776831728,88.197,8
1740.0,fastf1_2024_japan_q_VER,4247.0991143475985,348,1,11,1740.0,1,0,0,239.81671521398164,1.0,0.0,,6,10981.995593397565,,,30.810411531854502,79.9450145641945,88.197,8
1745.0,fastf1_2024_japan_q_VER,4247.17380252446,349,1,11,1745.0,1,0,0,240.93703786690568,1.0,0.0,,6,11008.509896183434,,,27.486787661513148,80.2811113600717,88.197,8
1750.0,fastf1_2024_japan_q_VER,4247.248199353582,350,1,11,1750.0,1,0,0,241.19554137488086,1.0,0.0,,6,11019.385985994282,,,24.99261177640573,80.51509551236896,88.197,8
1755.0,fastf1_2024_japan_q_VER,4247.322578833961,351,1,11,1755.0,1,0,0,241.40272655699664,1.0,0.0,,6,11029.330874735839,,,22.547826627439587,80.7429992126963,88.197,8
1760.0,fastf1_2024_japan_q_VER,4247.396958314342,352,1,11,1760.0,1,0,0,241.60991173911242,1.0,0.0,,6,11039.275763477397,,,20.103041478473447,80.97090291302366,88.197,8
1765.0,fastf1_2024_japan_q_VER,4247.471337794721,353,1,11,1765.0,1,0,0,241.8170969212282,1.0,0.0,,6,11049.220652218954,,,17.658256329507303,81.19880661335102,88.197,8
1770.0,fastf1_2024_japan_q_VER,4247.545610524383,354,1,11,1770.0,1,0,0,242.16144733217007,1.0,0.0,,6,11064.511709064192,,,14.612039673064551,81.46996051060704,88.197,8
1775.0,fastf1_2024_japan_q_VER,4247.619079162458,355,1,11,1775.0,1,0,0,243.5389842960786,1.0,0.0,,6,11120.072366608503,,,7.035586371567714,82.06689319496739,88.197,8
1780.0,fastf1_2024_japan_q_VER,4247.692547800532,356,1,11,1780.0,1,0,0,244.91652125998712,1.0,0.0,,6,11175.633024152814,,,-0.5408669299291233,82.66382587932775,88.197,8
1785.0,fastf1_2024_japan_q_VER,4247.765460031884,357,1,11,1785.0,1,0,0,245.42787519927123,1.0,0.0,,6,11187.343566385789,,,-4.594151673878315,82.9781188795263,88.197,8
1790.0,fastf1_2024_japan_q_VER,4247.838336369848,358,1,11,1790.0,1,0,0,245.88335231154633,1.0,0.0,,6,11196.225370075153,,,-8.420159416989236,83.27417900250512,88.197,8
1795.0,fastf1_2024_japan_q_VER,4247.9112127078115,359,1,11,1795.0,1,0,0,246.33882942382144,1.0,0.0,,6,11205.107173764518,,,-12.246167160100157,83.57023912548394,88.197,8
1800.0,fastf1_2024_japan_q_VER,4247.984089045775,360,1,11,1800.0,1,0,0,246.79430653609657,1.0,0.0,,6,11213.988977453882,,,-16.072174903211078,83.86629924846277,88.197,8
1805.0,fastf1_2024_japan_q_VER,4248.056642179452,361,1,11,1805.0,1,0,0,247.49552724315532,1.0,0.0,,6,11228.406072106261,,,-17.8,84.0,88.197,8
1810.0,fastf1_2024_japan_q_VER,4248.12892915876,362,1,11,1810.0,1,0,0,248.39911448450346,1.0,0.0,,6,11247.381404174574,,,-17.8,84.0,88.197,8
1815.0,fastf1_2024_japan_q_VER,4248.201120241202,363,1,11,1815.0,1,0,0,249.15075150751508,1.0,0.0,,6,11264.221042210422,,,-20.091422914229106,84.15075150751507,88.197,8
1820.0,fastf1_2024_japan_q_VER,4248.273120961209,364,1,11,1820.0,1,0,0,249.60075600756008,1.0,0.0,,6,11276.821168211682,,,-26.93149131491319,84.60075600756008,88.197,8
1825.0,fastf1_2024_japan_q_VER,4248.3450571428575,365,1,11,1825.0,1,0,0,250.08057142857143,1.0,0.0,,6,11292.391142857143,,,-33.942685714285844,85.05237142857143,88.197,8
1830.0,fastf1_2024_japan_q_VER,4248.416485714286,366,1,11,1830.0,1,0,0,250.79485714285715,1.0,0.0,,6,11331.319714285715,,,-42.299828571428705,85.51665714285716,88.197,8
1835.0,fastf1_2024_japan_q_VER,4248.487914285714,367,1,11,1835.0,1,0,0,251.50914285714288,1.0,0.0,,6,11370.248285714286,,,-50.65697142857156,85.98094285714286,88.197,8
1840.0,fastf1_2024_japan_q_VER,4248.559167103678,368,1,11,1840.0,1,0,0,252.22167103677984,1.0,0.0,,6,11396.33498688966,,,-56.4,86.3,88.197,8
1845.0,fastf1_2024_japan_q_VER,4248.630033803416,369,1,11,1845.0,1,0,0,252.93033803415776,1.0,0.0,,6,11394.208985897527,,,-56.4,86.3,88.197,8
1850.0,fastf1_2024_japan_q_VER,4248.700900503154,370,1,11,1850.0,1,0,0,253.63900503153567,1.0,0.0,,6,11392.082984905393,,,-56.4,86.3,88.197,8
1855.0,fastf1_2024_japan_q_VER,4248.771359752539,371,1,11,1855.0,1,0,0,254.42949690673515,1.0,0.0,,6,11418.34463639547,,,-59.964824325901674,86.44316563557838,88.197,8
1860.0,fastf1_2024_japan_q_VER,4248.841395937901,372,1,11,1860.0,1,0,0,255.30494922376562,1.0,0.0,,6,11474.08176724641,,,-67.23107855725453,86.73498307458853,88.197,8
1865.0,fastf1_2024_japan_q_VER,4248.911432123264,373,1,11,1865.0,1,0,0,256.1804015407961,1.0,0.0,,6,11529.81889809735,,,-74.4973327886074,87.02680051359869,88.197,8
1870.0,fastf1_2024_japan_q_VER,4248.981417058986,374,1,11,1870.0,1,0,0,257.0662558847964,1.0,0.0,,6,11577.340002769317,,,-81.7748338410412,87.31104264746607,88.197,8
1875.0,fastf1_2024_japan_q_VER,4249.05064995846,375,1,11,1875.0,1,0,0,258.1047493769039,1.0,0.0,,6,11504.299293824426,,,-89.21737053447794,87.48412489615065,88.197,8
1880.0,fastf1_2024_japan_q_VER,4249.119882857934,376,1,11,1880.0,1,0,0,259.1432428690114,1.0,0.0,,6,11431.258584879535,,,-96.65990722791469,87.65720714483523,88.197,8
1885.0,fastf1_2024_japan_q_VER,4249.1890689655165,377,1,11,1885.0,1,0,0,260.0603448275862,1.0,0.0,,6,11319.948275862069,,,-102.8,87.8,88.197,8
1890.0,fastf1_2024_japan_q_VER,4249.258034482758,378,1,11,1890.0,1,0,0,260.4051724137931,1.0,0.0,,6,11028.224137931034,,,-102.8,87.8,88.197,8
1895.0,fastf1_2024_japan_q_VER,4249.327,379,1,11,1895.0,1,0,0,260.75,1.0,0.0,,6,10736.5,,,-102.8,87.8,88.197,8
1900.0,fastf1_2024_japan_q_VER,4249.395749573874,380,1,11,1900.0,1,0,0,261.2812436080998,1.0,0.0,,6,10530.53112429263,,,-104.15934410581578,87.82812436080998,88.197,8
1905.0,fastf1_2024_japan_q_VER,4249.463929842504,381,1,11,1905.0,1,0,0,262.3039476375537,1.0,0.0,,6,10550.644303538556,,,-109.10241358150955,87.93039476375536,88.197,8
1910.0,fastf1_2024_japan_q_VER,4249.532110111134,382,1,11,1910.0,1,0,0,263.3266516670076,1.0,0.0,,7,10570.757482784482,,,-114.04548305720331,88.03266516670075,88.197,8
1915.0,fastf1_2024_japan_q_VER,4249.600204551244,383,1,11,1915.0,1,0,0,264.1450284452747,1.0,0.0,,7,10583.70994310945,,,-120.2875859726587,88.11450284452746,88.197,8
1920.0,fastf1_2024_japan_q_VER,4249.668133565424,384,1,11,1920.0,1,0,0,264.56958478390084,1.0,0.0,,7,10582.860830432199,,,-129.03344654835706,88.15695847839008,88.197,8
1925.0,fastf1_2024_japan_q_VER,4249.736062579605,385,1,11,1925.0,1,0,0,264.99414112252697,1.0,0.0,,7,10582.011717754945,,,-137.77930712405544,88.1994141122527,88.197,8
1930.0,fastf1_2024_japan_q_VER,4249.803483525744,386,1,11,1930.0,1,0,0,265.83104407179576,1.0,0.0,,7,10621.890115446196,,,-141.01641526923405,88.15844779641021,88.197,8
1935.0,fastf1_2024_japan_q_VER,4249.870897362433,387,1,11,1935.0,1,0,0,266.6737170304205,1.0,0.0,,7,10662.338417460185,,,-144.1764388640769,88.11631414847896,88.197,8
1940.0,fastf1_2024_japan_q_VER,4249.93770273322,388,1,11,1940.0,1,0,0,267.40702733220417,1.0,0.0,,7,10695.196904785627,,,-147.3537311945801,88.08982431669489,88.197,8
1945.0,fastf1_2024_japan_q_VER,4250.004123642522,389,1,11,1945.0,1,0,0,268.0712364252267,1.0,0.0,,7,10723.259738965826,,,-150.54193484108802,88.07321908936933,88.197,8
1950.0,fastf1_2024_japan_q_VER,4250.070544551824,390,1,11,1950.0,1,0,0,268.73544551824915,1.0,0.0,,7,10751.322573146026,,,-153.73013848759592,88.05661386204376,88.197,8
1955.0,fastf1_2024_japan_q_VER,4250.136965461127,391,1,11,1955.0,1,0,0,269.3996546112716,1.0,0.0,,7,10779.385407326226,,,-156.91834213410382,88.0400086347182,88.197,8
1960.0,fastf1_2024_japan_q_VER,4250.203386370429,392,1,11,1960.0,1,0,0,270.06386370429414,1.0,0.0,,7,10807.448241506427,,,-160.10654578061173,88.02340340739265,88.197,8
1965.0,fastf1_2024_japan_q_VER,4250.269807279731,393,1,11,1965.0,1,0,0,270.7280727973166,1.0,0.0,,7,10835.511075686625,,,-163.29474942711965,88.00679818006708,88.197,8
1970.0,fastf1_2024_japan_q_VER,4250.335939803521,394,1,11,1970.0,1,0,0,271.389398035208,1.0,0.0,,7,10841.743126524692,,,-168.84443858376738,87.9610601964792,88.197,8
1975.0,fastf1_2024_japan_q_VER,4250.401872420386,395,1,11,1975.0,1,0,0,272.0487242038636,1.0,0.0,,7,10832.84222324784,,,-176.03109382211383,87.89512757961363,88.197,8
1980.0,fastf1_2024_japan_q_VER,4250.467805037252,396,1,11,1980.0,1,0,0,272.70805037251927,1.0,0.0,,7,10823.941319970989,,,-183.21774906046028,87.82919496274806,88.197,8
1985.0,fastf1_2024_japan_q_VER,4250.533471083268,397,1,11,1985.0,1,0,0,273.26050773762216,1.0,0.0,,7,10830.680817242508,,,-189.57819439899018,87.76092383935668,88.197,8
1990.0,fastf1_2024_japan_q_VER,4250.5989252887,398,1,11,1990.0,1,0,0,273.72803777642713,1.0,0.0,,7,10849.849548833512,,,-195.28206087241108,87.69079433353593,88.197,8
1995.0,fastf1_2024_japan_q_VER,4250.664379494133,399,1,11,1995.0,1,0,0,274.19556781523215,1.0,0.0,,7,10869.018280424518,,,-200.98592734583195,87.62066482771517,88.197,8
2000.0,fastf1_2024_japan_q_VER,4250.7298336995655,400,1,11,2000.0,1,0,0,274.6630978540371,1.0,0.0,,7,10888.187012015522,,,-206.68979381925286,87.55053532189443,88.197,8
2005.0,fastf1_2024_japan_q_VER,4250.795156120543,401,1,11,2005.0,1,0,0,275.1134757533913,1.0,0.0,,7,10909.659613353911,,,-212.1276663146779,87.4829786369913,88.197,8
2010.0,fastf1_2024_japan_q_VER,4250.860138656486,402,1,11,2010.0,1,0,0,275.51961660303795,1.0,0.0,,7,10937.07412070506,,,-216.8795142555438,87.42205750954432,88.197,8
2015.0,fastf1_2024_japan_q_VER,4250.925121192429,403,1,11,2015.0,1,0,0,275.9257574526846,1.0,0.0,,7,10964.48862805621,,,-221.63136219640973,87.36113638209731,88.197,8
2020.0,fastf1_2024_japan_q_VER,4250.990103728373,404,1,11,2020.0,1,0,0,276.33189830233124,1.0,0.0,,7,10991.90313540736,,,-226.38321013727565,87.30021525465031,88.197,8
2025.0,fastf1_2024_japan_q_VER,4251.055086264316,405,1,11,2025.0,1,0,0,276.7380391519779,1.0,0.0,,7,11019.31764275851,,,-231.13505807814155,87.23929412720332,88.197,8
2030.0,fastf1_2024_japan_q_VER,4251.119821428571,406,1,11,2030.0,1,0,0,277.1901785714286,1.0,0.0,,7,11039.85267857143,,,-235.13187500000004,87.18098214285715,88.197,8
2035.0,fastf1_2024_japan_q_VER,4251.184107142857,407,1,11,2035.0,1,0,0,277.72589285714287,1.0,0.0,,7,11047.888392857143,,,-237.75687500000004,87.12741071428572,88.197,8
2040.0,fastf1_2024_japan_q_VER,4251.248392857143,408,1,11,2040.0,1,0,0,278.26160714285714,1.0,0.0,,7,11055.924107142857,,,-240.38187500000004,87.07383928571429,88.197,8
2045.0,fastf1_2024_japan_q_VER,4251.3126785714285,409,1,11,2045.0,1,0,0,278.7973214285714,1.0,0.0,,7,11063.959821428572,,,-243.00687500000004,87.02026785714285,88.197,8
2050.0,fastf1_2024_japan_q_VER,4251.376964285714,410,1,11,2050.0,1,0,0,279.3330357142857,1.0,0.0,,7,11071.995535714286,,,-245.63187500000004,86.96669642857144,88.197,8
2055.0,fastf1_2024_japan_q_VER,4251.441250000001,411,1,11,2055.0,1,0,0,279.86875000000003,1.0,0.0,,7,11080.03125,,,-248.25687500000006,86.91312500000001,88.197,8
2060.0,fastf1_2024_japan_q_VER,4251.505190464033,412,1,11,2060.0,1,0,0,280.48190464032683,1.0,0.0,,7,11107.059041296994,,,-252.51428480245113,86.87590476798367,88.197,8
2065.0,fastf1_2024_japan_q_VER,4251.569018893215,413,1,11,2065.0,1,0,0,281.12018893215037,1.0,0.0,,7,11140.24982447182,,,-257.30141699112795,86.84399055339249,88.197,8
2070.0,fastf1_2024_japan_q_VER,4251.6328473223975,414,1,11,2070.0,1,0,0,281.75847322397397,1.0,0.0,,7,11173.440607646648,,,-262.08854917980483,86.8120763388013,88.197,8
2075.0,fastf1_2024_japan_q_VER,4251.696677651002,415,1,11,2075.0,1,0,0,282.0,1.0,0.0,,7,11178.808425756004,,,-266.23106199632974,86.75040293624829,88.197,8
2080.0,fastf1_2024_japan_q_VER,4251.760509135881,416,1,11,2080.0,1,0,0,282.0,1.0,0.0,,7,11167.23896912152,,,-269.98116173302475,86.6706135801484,88.197,8
2085.0,fastf1_2024_japan_q_VER,4251.824288860719,417,1,11,2085.0,1,0,0,282.06074050599483,1.0,0.0,,7,11158.852585432842,,,-273.931701262346,86.58785189880103,88.197,8
2090.0,fastf1_2024_japan_q_VER,4251.887670258279,418,1,11,2090.0,1,0,0,282.58891881899325,1.0,0.0,,7,11174.962023979295,,,-279.42475571753005,86.48221623620134,88.197,8
2095.0,fastf1_2024_japan_q_VER,4251.9510516558385,419,1,11,2095.0,1,0,0,283.1170971319917,1.0,0.0,,7,11191.071462525748,,,-284.91781017271416,86.37658057360166,88.197,8
2100.0,fastf1_2024_japan_q_VER,4252.0144330533985,420,1,11,2100.0,1,0,0,283.6452754449902,1.0,0.0,,7,11207.1809010722,,,-290.4108646278982,86.27094491100196,88.197,8
2105.0,fastf1_2024_japan_q_VER,4252.07774017936,421,1,11,2105.0,1,0,0,284.10370089680436,1.0,0.0,,7,11222.251736768978,,,-295.25107995452817,86.15851964127828,88.197,8
2110.0,fastf1_2024_japan_q_VER,4252.140895414929,422,1,11,2110.0,1,0,0,284.4194770746495,1.0,0.0,,7,11235.19856006063,,,-298.7561955286093,86.0322091701402,88.197,8
2115.0,fastf1_2024_japan_q_VER,4252.204050650498,423,1,11,2115.0,1,0,0,284.7352532524946,1.0,0.0,,7,11248.14538335228,,,-302.2613111026904,85.90589869900215,88.197,8
